timestamp,iso_timestamp,zählstand,channel_name,channel_id,counter_site,counter_site_id
2013-05-18T08:00:00+0000,2013-05-18 06:00:00+00:00,51,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T09:00:00+0000,2013-05-18 07:00:00+00:00,167,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T09:00:00+0000,2013-05-18 07:00:00+00:00,79,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T10:00:00+0000,2013-05-18 08:00:00+00:00,285,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T10:00:00+0000,2013-05-18 08:00:00+00:00,116,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T11:00:00+0000,2013-05-18 09:00:00+00:00,329,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T11:00:00+0000,2013-05-18 09:00:00+00:00,202,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T12:00:00+0000,2013-05-18 10:00:00+00:00,225,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T12:00:00+0000,2013-05-18 10:00:00+00:00,229,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T13:00:00+0000,2013-05-18 11:00:00+00:00,193,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T13:00:00+0000,2013-05-18 11:00:00+00:00,245,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
